feature,count_ones
cpi_9606.ENSP00000349428,0
cpi_9606.ENSP00000349415,0
cpi_9606.ENSP00000349396,0
cpi_9606.ENSP00000349393,0
cpi_9606.ENSP00000349356,0
cpi_9606.ENSP00000349722,0
cpi_9606.ENSP00000349768,0
cpi_9606.ENSP00000350275,0
cpi_9606.ENSP00000350024,0
cpi_9606.ENSP00000350265,0
cpi_9606.ENSP00000350263,0
cpi_9606.ENSP00000350256,0
cpi_9606.ENSP00000350199,0
cpi_9606.ENSP00000350198,0
cpi_9606.ENSP00000350195,0
cpi_9606.ENSP00000350159,0
cpi_9606.ENSP00000350132,0
cpi_9606.ENSP00000350098,0
cpi_9606.ENSP00000350071,0
cpi_9606.ENSP00000350052,0
cpi_9606.ENSP00000350036,0
cpi_9606.ENSP00000350032,0
cpi_9606.ENSP00000350028,0
cpi_9606.ENSP00000350012,0
cpi_9606.ENSP00000349781,0
cpi_9606.ENSP00000350005,0
cpi_9606.ENSP00000349977,0
cpi_9606.ENSP00000349960,0
cpi_9606.ENSP00000349959,0
cpi_9606.ENSP00000349954,0
cpi_9606.ENSP00000349932,0
cpi_9606.ENSP00000349893,0
cpi_9606.ENSP00000349891,0
cpi_9606.ENSP00000349887,0
cpi_9606.ENSP00000349877,0
cpi_9606.ENSP00000349823,0
cpi_9606.ENSP00000349796,0
cpi_9606.ENSP00000349790,0
cpi_9606.ENSP00000349785,0
cpi_9606.ENSP00000349325,0
cpi_9606.ENSP00000349320,0
cpi_9606.ENSP00000349298,0
cpi_9606.ENSP00000348752,0
cpi_9606.ENSP00000348849,0
cpi_9606.ENSP00000348838,0
cpi_9606.ENSP00000348831,0
cpi_9606.ENSP00000348827,0
cpi_9606.ENSP00000348822,0
cpi_9606.ENSP00000348812,0
cpi_9606.ENSP00000348793,0
cpi_9606.ENSP00000348786,0
cpi_9606.ENSP00000348784,0
cpi_9606.ENSP00000348778,0
cpi_9606.ENSP00000348775,0
cpi_9606.ENSP00000348772,0
cpi_9606.ENSP00000348769,0
cpi_9606.ENSP00000348762,0
cpi_9606.ENSP00000348722,0
cpi_9606.ENSP00000349297,0
cpi_9606.ENSP00000348708,0
cpi_9606.ENSP00000348706,0
cpi_9606.ENSP00000348704,0
cpi_9606.ENSP00000348657,0
cpi_9606.ENSP00000348645,0
cpi_9606.ENSP00000348639,0
cpi_9606.ENSP00000348634,0
cpi_9606.ENSP00000348632,0
cpi_9606.ENSP00000348611,0
cpi_9606.ENSP00000348602,0
cpi_9606.ENSP00000348577,0
cpi_9606.ENSP00000348573,0
cpi_9606.ENSP00000348565,0
cpi_9606.ENSP00000348461,0
cpi_9606.ENSP00000348886,0
cpi_9606.ENSP00000348897,0
cpi_9606.ENSP00000348901,0
cpi_9606.ENSP00000348911,0
cpi_9606.ENSP00000349291,0
cpi_9606.ENSP00000349275,0
cpi_9606.ENSP00000349270,0
cpi_9606.ENSP00000349259,0
cpi_9606.ENSP00000349252,0
cpi_9606.ENSP00000349250,0
cpi_9606.ENSP00000349238,0
cpi_9606.ENSP00000349208,0
cpi_9606.ENSP00000349205,0
cpi_9606.ENSP00000349174,0
cpi_9606.ENSP00000349168,0
cpi_9606.ENSP00000349156,0
cpi_9606.ENSP00000349147,0
cpi_9606.ENSP00000349145,0
cpi_9606.ENSP00000349142,0
cpi_9606.ENSP00000349131,0
cpi_9606.ENSP00000349078,0
cpi_9606.ENSP00000349041,0
cpi_9606.ENSP00000349022,0
cpi_9606.ENSP00000349017,0
cpi_9606.ENSP00000349003,0
cpi_9606.ENSP00000348986,0
cpi_9606.ENSP00000348984,0
cpi_9606.ENSP00000348965,0
cpi_9606.ENSP00000348959,0
cpi_9606.ENSP00000348944,0
cpi_9606.ENSP00000348924,0
cpi_9606.ENSP00000348918,0
cpi_9606.ENSP00000348912,0
cpi_9606.ENSP00000350267,0
cpi_9606.ENSP00000350278,0
cpi_9606.ENSP00000352627,0
cpi_9606.ENSP00000351905,0
cpi_9606.ENSP00000352162,0
cpi_9606.ENSP00000352157,0
cpi_9606.ENSP00000352138,0
cpi_9606.ENSP00000352121,0
cpi_9606.ENSP00000352101,0
cpi_9606.ENSP00000352071,0
cpi_9606.ENSP00000352047,0
cpi_9606.ENSP00000352035,0
cpi_9606.ENSP00000352011,0
cpi_9606.ENSP00000351981,0
cpi_9606.ENSP00000351957,0
cpi_9606.ENSP00000351947,0
cpi_9606.ENSP00000351926,0
cpi_9606.ENSP00000351908,0
cpi_9606.ENSP00000351885,0
cpi_9606.ENSP00000352208,0
cpi_9606.ENSP00000351875,0
cpi_9606.ENSP00000351832,0
cpi_9606.ENSP00000351777,0
cpi_9606.ENSP00000351769,0
cpi_9606.ENSP00000367202,0
cpi_9606.ENSP00000351717,0
cpi_9606.ENSP00000351706,0
cpi_9606.ENSP00000351697,0
cpi_9606.ENSP00000351686,0
cpi_9606.ENSP00000351682,0
cpi_9606.ENSP00000351671,0
cpi_9606.ENSP00000351669,0
cpi_9606.ENSP00000351664,0
cpi_9606.ENSP00000351644,0
cpi_9606.ENSP00000352167,0
cpi_9606.ENSP00000352216,0
cpi_9606.ENSP00000350297,0
cpi_9606.ENSP00000352425,0
cpi_9606.ENSP00000352608,0
cpi_9606.ENSP00000352603,0
cpi_9606.ENSP00000352584,0
cpi_9606.ENSP00000352575,0
cpi_9606.ENSP00000352572,0
cpi_9606.ENSP00000352565,0
cpi_9606.ENSP00000352561,0
cpi_9606.ENSP00000352540,0
cpi_9606.ENSP00000352527,0
cpi_9606.ENSP00000352516,0
cpi_9606.ENSP00000352456,0
cpi_9606.ENSP00000352442,0
cpi_9606.ENSP00000352438,0
cpi_9606.ENSP00000352427,0
cpi_9606.ENSP00000352414,0
cpi_9606.ENSP00000352219,0
cpi_9606.ENSP00000352401,0
cpi_9606.ENSP00000352358,0
cpi_9606.ENSP00000352336,0
cpi_9606.ENSP00000352319,0
cpi_9606.ENSP00000352282,0
cpi_9606.ENSP00000352273,0
cpi_9606.ENSP00000352271,0
cpi_9606.ENSP00000352268,0
cpi_9606.ENSP00000352264,0
cpi_9606.ENSP00000352257,0
cpi_9606.ENSP00000352252,0
cpi_9606.ENSP00000352248,0
cpi_9606.ENSP00000352233,0
cpi_9606.ENSP00000352222,0
cpi_9606.ENSP00000351608,0
cpi_9606.ENSP00000351605,0
cpi_9606.ENSP00000351602,0
cpi_9606.ENSP00000350580,0
cpi_9606.ENSP00000350911,0
cpi_9606.ENSP00000350896,0
cpi_9606.ENSP00000350894,0
cpi_9606.ENSP00000350878,0
cpi_9606.ENSP00000350876,0
cpi_9606.ENSP00000350844,0
cpi_9606.ENSP00000350785,0
cpi_9606.ENSP00000350767,0
cpi_9606.ENSP00000350720,0
cpi_9606.ENSP00000350719,0
cpi_9606.ENSP00000350708,0
cpi_9606.ENSP00000350676,0
cpi_9606.ENSP00000350630,0
cpi_9606.ENSP00000350616,0
cpi_9606.ENSP00000350547,0
cpi_9606.ENSP00000351593,0
cpi_9606.ENSP00000350541,0
cpi_9606.ENSP00000350512,0
cpi_9606.ENSP00000350491,0
cpi_9606.ENSP00000350475,0
cpi_9606.ENSP00000350447,0
cpi_9606.ENSP00000350425,0
cpi_9606.ENSP00000350386,0
cpi_9606.ENSP00000350369,0
cpi_9606.ENSP00000350359,0
cpi_9606.ENSP00000350352,0
cpi_9606.ENSP00000350348,0
cpi_9606.ENSP00000350331,0
cpi_9606.ENSP00000350314,0
cpi_9606.ENSP00000350310,0
cpi_9606.ENSP00000350914,0
cpi_9606.ENSP00000350928,0
cpi_9606.ENSP00000350937,0
cpi_9606.ENSP00000350941,0
cpi_9606.ENSP00000351591,0
cpi_9606.ENSP00000351539,0
cpi_9606.ENSP00000351524,0
cpi_9606.ENSP00000351520,0
cpi_9606.ENSP00000351497,0
cpi_9606.ENSP00000351490,0
cpi_9606.ENSP00000351484,0
cpi_9606.ENSP00000351480,0
cpi_9606.ENSP00000351446,0
cpi_9606.ENSP00000351416,0
cpi_9606.ENSP00000351410,0
cpi_9606.ENSP00000351395,0
cpi_9606.ENSP00000351342,0
cpi_9606.ENSP00000351314,0
cpi_9606.ENSP00000351310,0
cpi_9606.ENSP00000351284,0
cpi_9606.ENSP00000351273,0
cpi_9606.ENSP00000351255,0
cpi_9606.ENSP00000351250,0
cpi_9606.ENSP00000351209,0
cpi_9606.ENSP00000351153,0
cpi_9606.ENSP00000351141,0
cpi_9606.ENSP00000351132,0
cpi_9606.ENSP00000351108,0
cpi_9606.ENSP00000351059,0
cpi_9606.ENSP00000351049,0
cpi_9606.ENSP00000351035,0
cpi_9606.ENSP00000351015,0
cpi_9606.ENSP00000350965,0
cpi_9606.ENSP00000367197,0
cpi_9606.ENSP00000371607,0
cpi_9606.ENSP00000367203,0
cpi_9606.ENSP00000417871,0
cpi_9606.ENSP00000418447,0
cpi_9606.ENSP00000418397,0
cpi_9606.ENSP00000418210,0
cpi_9606.ENSP00000418194,0
cpi_9606.ENSP00000418191,0
cpi_9606.ENSP00000418112,0
cpi_9606.ENSP00000418082,0
cpi_9606.ENSP00000418081,0
cpi_9606.ENSP00000418001,0
cpi_9606.ENSP00000417980,0
cpi_9606.ENSP00000417935,0
cpi_9606.ENSP00000417919,0
cpi_9606.ENSP00000417914,0
cpi_9606.ENSP00000417901,0
cpi_9606.ENSP00000417864,0
cpi_9606.ENSP00000418661,0
cpi_9606.ENSP00000417764,0
cpi_9606.ENSP00000417763,0
cpi_9606.ENSP00000417748,0
cpi_9606.ENSP00000417686,0
cpi_9606.ENSP00000417677,0
cpi_9606.ENSP00000417659,0
cpi_9606.ENSP00000417656,0
cpi_9606.ENSP00000417654,0
cpi_9606.ENSP00000417653,0
cpi_9606.ENSP00000417601,0
cpi_9606.ENSP00000417587,0
cpi_9606.ENSP00000417580,0
cpi_9606.ENSP00000417569,0
cpi_9606.ENSP00000417517,0
cpi_9606.ENSP00000418532,0
cpi_9606.ENSP00000418734,0
cpi_9606.ENSP00000417401,0
cpi_9606.ENSP00000419449,0
cpi_9606.ENSP00000419974,0
cpi_9606.ENSP00000419970,0
cpi_9606.ENSP00000419952,0
cpi_9606.ENSP00000419945,0
cpi_9606.ENSP00000419923,0
cpi_9606.ENSP00000419879,0
cpi_9606.ENSP00000419851,0
cpi_9606.ENSP00000419782,0
cpi_9606.ENSP00000419751,0
cpi_9606.ENSP00000419740,0
cpi_9606.ENSP00000419692,0
cpi_9606.ENSP00000419628,0
cpi_9606.ENSP00000419542,0
cpi_9606.ENSP00000419471,0
cpi_9606.ENSP00000419425,0
cpi_9606.ENSP00000418735,0
cpi_9606.ENSP00000419370,0
cpi_9606.ENSP00000419361,0
cpi_9606.ENSP00000419325,0
cpi_9606.ENSP00000419199,0
cpi_9606.ENSP00000419195,0
cpi_9606.ENSP00000419153,0
cpi_9606.ENSP00000419081,0
cpi_9606.ENSP00000419038,0
cpi_9606.ENSP00000419027,0
cpi_9606.ENSP00000419005,0
cpi_9606.ENSP00000418960,0
cpi_9606.ENSP00000418842,0
cpi_9606.ENSP00000418823,0
cpi_9606.ENSP00000418744,0
cpi_9606.ENSP00000417404,0
cpi_9606.ENSP00000417378,0
cpi_9606.ENSP00000412237,0
cpi_9606.ENSP00000414109,0
cpi_9606.ENSP00000415151,0
cpi_9606.ENSP00000415034,0
cpi_9606.ENSP00000415011,0
cpi_9606.ENSP00000414982,0
cpi_9606.ENSP00000414904,0
cpi_9606.ENSP00000414851,0
cpi_9606.ENSP00000414624,0
cpi_9606.ENSP00000414558,0
cpi_9606.ENSP00000414516,0
cpi_9606.ENSP00000414359,0
cpi_9606.ENSP00000414334,0
cpi_9606.ENSP00000414321,0
cpi_9606.ENSP00000414303,0
cpi_9606.ENSP00000414287,0
cpi_9606.ENSP00000414068,0
cpi_9606.ENSP00000415183,0
cpi_9606.ENSP00000414019,0
cpi_9606.ENSP00000413937,0
cpi_9606.ENSP00000413572,0
cpi_9606.ENSP00000413520,0
cpi_9606.ENSP00000413496,0
cpi_9606.ENSP00000413493,0
cpi_9606.ENSP00000413234,0
cpi_9606.ENSP00000413152,0
cpi_9606.ENSP00000413074,0
cpi_9606.ENSP00000413049,0
cpi_9606.ENSP00000413035,0
cpi_9606.ENSP00000413001,0
cpi_9606.ENSP00000412788,0
cpi_9606.ENSP00000412673,0
cpi_9606.ENSP00000415178,0
cpi_9606.ENSP00000415203,0
cpi_9606.ENSP00000417303,0
cpi_9606.ENSP00000416658,0
cpi_9606.ENSP00000417291,0
cpi_9606.ENSP00000417281,0
cpi_9606.ENSP00000417229,0
cpi_9606.ENSP00000417190,0
cpi_9606.ENSP00000417185,0
cpi_9606.ENSP00000417183,0
cpi_9606.ENSP00000417175,0
cpi_9606.ENSP00000417085,0
cpi_9606.ENSP00000417078,0
cpi_9606.ENSP00000417052,0
cpi_9606.ENSP00000417003,0
cpi_9606.ENSP00000416959,0
cpi_9606.ENSP00000416706,0
cpi_9606.ENSP00000416683,0
cpi_9606.ENSP00000416583,0
cpi_9606.ENSP00000415398,0
cpi_9606.ENSP00000416561,0
cpi_9606.ENSP00000416341,0
cpi_9606.ENSP00000416330,0
cpi_9606.ENSP00000416293,0
cpi_9606.ENSP00000416250,0
cpi_9606.ENSP00000416097,0
cpi_9606.ENSP00000416037,0
cpi_9606.ENSP00000416015,0
cpi_9606.ENSP00000415941,0
cpi_9606.ENSP00000415840,0
cpi_9606.ENSP00000415786,0
cpi_9606.ENSP00000415635,0
cpi_9606.ENSP00000415481,0
cpi_9606.ENSP00000415430,0
cpi_9606.ENSP00000420037,0
cpi_9606.ENSP00000420040,0
cpi_9606.ENSP00000420127,0
cpi_9606.ENSP00000428426,0
cpi_9606.ENSP00000429374,0
cpi_9606.ENSP00000429344,0
cpi_9606.ENSP00000429301,0
cpi_9606.ENSP00000429200,0
cpi_9606.ENSP00000429190,0
cpi_9606.ENSP00000429168,0
cpi_9606.ENSP00000429084,0
cpi_9606.ENSP00000429064,0
cpi_9606.ENSP00000428982,0
cpi_9606.ENSP00000428924,0
cpi_9606.ENSP00000428864,0
cpi_9606.ENSP00000428824,0
cpi_9606.ENSP00000428657,0
cpi_9606.ENSP00000428518,0
cpi_9606.ENSP00000428417,0
cpi_9606.ENSP00000429734,0
cpi_9606.ENSP00000428340,0
cpi_9606.ENSP00000428316,0
cpi_9606.ENSP00000428205,0
cpi_9606.ENSP00000427941,0
cpi_9606.ENSP00000427926,0
cpi_9606.ENSP00000427900,0
cpi_9606.ENSP00000427802,0
cpi_9606.ENSP00000427772,0
cpi_9606.ENSP00000427687,0
cpi_9606.ENSP00000427562,0
cpi_9606.ENSP00000427514,0
cpi_9606.ENSP00000427279,0
cpi_9606.ENSP00000427123,0
cpi_9606.ENSP00000427015,0
cpi_9606.ENSP00000429633,0
cpi_9606.ENSP00000429824,0
cpi_9606.ENSP00000420168,0
cpi_9606.ENSP00000430706,0
cpi_9606.ENSP00000431605,0
cpi_9606.ENSP00000431538,0
cpi_9606.ENSP00000431512,0
cpi_9606.ENSP00000431418,0
cpi_9606.ENSP00000431391,0
cpi_9606.ENSP00000431376,0
cpi_9606.ENSP00000431284,0
cpi_9606.ENSP00000431245,0
cpi_9606.ENSP00000431165,0
cpi_9606.ENSP00000431116,0
cpi_9606.ENSP00000431063,0
cpi_9606.ENSP00000431040,0
cpi_9606.ENSP00000430853,0
cpi_9606.ENSP00000430846,0
cpi_9606.ENSP00000430690,0
cpi_9606.ENSP00000430031,0
cpi_9606.ENSP00000430684,0
cpi_9606.ENSP00000430633,0
cpi_9606.ENSP00000430620,0
cpi_9606.ENSP00000430505,0
cpi_9606.ENSP00000430432,0
cpi_9606.ENSP00000430344,0
cpi_9606.ENSP00000430333,0
cpi_9606.ENSP00000430307,0
cpi_9606.ENSP00000430276,0
cpi_9606.ENSP00000430269,0
cpi_9606.ENSP00000430237,0
cpi_9606.ENSP00000430236,0
cpi_9606.ENSP00000430128,0
cpi_9606.ENSP00000430075,0
cpi_9606.ENSP00000426964,0
cpi_9606.ENSP00000426909,0
cpi_9606.ENSP00000426906,0
cpi_9606.ENSP00000420487,0
cpi_9606.ENSP00000421736,0
cpi_9606.ENSP00000421725,0
cpi_9606.ENSP00000421689,0
cpi_9606.ENSP00000421566,0
cpi_9606.ENSP00000421380,0
cpi_9606.ENSP00000421315,0
cpi_9606.ENSP00000421280,0
cpi_9606.ENSP00000420939,0
cpi_9606.ENSP00000420927,0
cpi_9606.ENSP00000420914,0
cpi_9606.ENSP00000420714,0
cpi_9606.ENSP00000420616,0
cpi_9606.ENSP00000420588,0
cpi_9606.ENSP00000420514,0
cpi_9606.ENSP00000420477,0
cpi_9606.ENSP00000426638,0
cpi_9606.ENSP00000420449,0
cpi_9606.ENSP00000420384,0
cpi_9606.ENSP00000420381,0
cpi_9606.ENSP00000420321,0
cpi_9606.ENSP00000420298,0
cpi_9606.ENSP00000420295,0
cpi_9606.ENSP00000420294,0
cpi_9606.ENSP00000420270,0
cpi_9606.ENSP00000420269,0
cpi_9606.ENSP00000420267,0
cpi_9606.ENSP00000420227,0
cpi_9606.ENSP00000420213,0
cpi_9606.ENSP00000420195,0
cpi_9606.ENSP00000420194,0
cpi_9606.ENSP00000421922,0
cpi_9606.ENSP00000422431,0
cpi_9606.ENSP00000422464,0
cpi_9606.ENSP00000422533,0
cpi_9606.ENSP00000426234,0
cpi_9606.ENSP00000426103,0
cpi_9606.ENSP00000426070,0
cpi_9606.ENSP00000425840,0
cpi_9606.ENSP00000425809,0
cpi_9606.ENSP00000425658,0
cpi_9606.ENSP00000425634,0
cpi_9606.ENSP00000425561,0
cpi_9606.ENSP00000425493,0
cpi_9606.ENSP00000425421,0
cpi_9606.ENSP00000425107,0
cpi_9606.ENSP00000424870,0
cpi_9606.ENSP00000424838,0
cpi_9606.ENSP00000424757,0
cpi_9606.ENSP00000424595,0
cpi_9606.ENSP00000424424,0
cpi_9606.ENSP00000424126,0
cpi_9606.ENSP00000424040,0
cpi_9606.ENSP00000424038,0
cpi_9606.ENSP00000423933,0
cpi_9606.ENSP00000423822,0
cpi_9606.ENSP00000423665,0
cpi_9606.ENSP00000423563,0
cpi_9606.ENSP00000423541,0
cpi_9606.ENSP00000423463,0
cpi_9606.ENSP00000423333,0
cpi_9606.ENSP00000422846,0
cpi_9606.ENSP00000422753,0
cpi_9606.ENSP00000422591,0
cpi_9606.ENSP00000412566,0
cpi_9606.ENSP00000412189,0
cpi_9606.ENSP00000431814,0
cpi_9606.ENSP00000399985,0
cpi_9606.ENSP00000400591,0
cpi_9606.ENSP00000400471,0
cpi_9606.ENSP00000400376,0
cpi_9606.ENSP00000400365,0
cpi_9606.ENSP00000400325,0
cpi_9606.ENSP00000400312,0
cpi_9606.ENSP00000400223,0
cpi_9606.ENSP00000400175,0
cpi_9606.ENSP00000400168,0
cpi_9606.ENSP00000400142,0
cpi_9606.ENSP00000400101,0
cpi_9606.ENSP00000400088,0
cpi_9606.ENSP00000400036,0
cpi_9606.ENSP00000400010,0
cpi_9606.ENSP00000399968,0
cpi_9606.ENSP00000400717,0
cpi_9606.ENSP00000399709,0
cpi_9606.ENSP00000399679,0
cpi_9606.ENSP00000399547,0
cpi_9606.ENSP00000399518,0
cpi_9606.ENSP00000399511,0
cpi_9606.ENSP00000399441,0
cpi_9606.ENSP00000399168,0
cpi_9606.ENSP00000398971,0
cpi_9606.ENSP00000398930,0
cpi_9606.ENSP00000398880,0
cpi_9606.ENSP00000398803,0
cpi_9606.ENSP00000398736,0
cpi_9606.ENSP00000398698,0
cpi_9606.ENSP00000398655,0
cpi_9606.ENSP00000400592,0
cpi_9606.ENSP00000400803,0
cpi_9606.ENSP00000398597,0
cpi_9606.ENSP00000401932,0
cpi_9606.ENSP00000402861,0
cpi_9606.ENSP00000402758,0
cpi_9606.ENSP00000402697,0
cpi_9606.ENSP00000402634,0
cpi_9606.ENSP00000402608,0
cpi_9606.ENSP00000402527,0
cpi_9606.ENSP00000402515,0
cpi_9606.ENSP00000402297,0
cpi_9606.ENSP00000402257,0
cpi_9606.ENSP00000402152,0
cpi_9606.ENSP00000402084,0
cpi_9606.ENSP00000402060,0
cpi_9606.ENSP00000402038,0
cpi_9606.ENSP00000401980,0
cpi_9606.ENSP00000401802,0
cpi_9606.ENSP00000400895,0
cpi_9606.ENSP00000401721,0
cpi_9606.ENSP00000401701,0
cpi_9606.ENSP00000401508,0
cpi_9606.ENSP00000401445,0
cpi_9606.ENSP00000401437,0
cpi_9606.ENSP00000401435,0
cpi_9606.ENSP00000401399,0
cpi_9606.ENSP00000401371,0
cpi_9606.ENSP00000401363,0
cpi_9606.ENSP00000401328,0
cpi_9606.ENSP00000401303,0
cpi_9606.ENSP00000401191,0
cpi_9606.ENSP00000401018,0
cpi_9606.ENSP00000400932,0
cpi_9606.ENSP00000398632,0
cpi_9606.ENSP00000398495,0
cpi_9606.ENSP00000411940,0
cpi_9606.ENSP00000395359,0
cpi_9606.ENSP00000396259,0
cpi_9606.ENSP00000396163,0
cpi_9606.ENSP00000396045,0
cpi_9606.ENSP00000395983,0
cpi_9606.ENSP00000395929,0
cpi_9606.ENSP00000395772,0
cpi_9606.ENSP00000395723,0
cpi_9606.ENSP00000395653,0
cpi_9606.ENSP00000395650,0
cpi_9606.ENSP00000395535,0
cpi_9606.ENSP00000395498,0
cpi_9606.ENSP00000395473,0
cpi_9606.ENSP00000395465,0
cpi_9606.ENSP00000395449,0
cpi_9606.ENSP00000395323,0
cpi_9606.ENSP00000396320,0
cpi_9606.ENSP00000395259,0
cpi_9606.ENSP00000394936,0
cpi_9606.ENSP00000394932,0
cpi_9606.ENSP00000394863,0
cpi_9606.ENSP00000394842,0
cpi_9606.ENSP00000394794,0
cpi_9606.ENSP00000394791,0
cpi_9606.ENSP00000394734,0
cpi_9606.ENSP00000394624,0
cpi_9606.ENSP00000394487,0
cpi_9606.ENSP00000394484,0
cpi_9606.ENSP00000394227,0
cpi_9606.ENSP00000394107,0
cpi_9606.ENSP00000394085,0
cpi_9606.ENSP00000396308,0
cpi_9606.ENSP00000396452,0
cpi_9606.ENSP00000398177,0
cpi_9606.ENSP00000397050,0
cpi_9606.ENSP00000398131,0
cpi_9606.ENSP00000398124,0
cpi_9606.ENSP00000398105,0
cpi_9606.ENSP00000398076,0
cpi_9606.ENSP00000398003,0
cpi_9606.ENSP00000397582,0
cpi_9606.ENSP00000397552,0
cpi_9606.ENSP00000397453,0
cpi_9606.ENSP00000397435,0
cpi_9606.ENSP00000397351,0
cpi_9606.ENSP00000397297,0
cpi_9606.ENSP00000397181,0
cpi_9606.ENSP00000397157,0
cpi_9606.ENSP00000397082,0
cpi_9606.ENSP00000397026,0
cpi_9606.ENSP00000396527,0
cpi_9606.ENSP00000396995,0
cpi_9606.ENSP00000396976,0
cpi_9606.ENSP00000396954,0
cpi_9606.ENSP00000396915,0
cpi_9606.ENSP00000396857,0
cpi_9606.ENSP00000396755,0
cpi_9606.ENSP00000396722,0
cpi_9606.ENSP00000396704,0
cpi_9606.ENSP00000396688,0
cpi_9606.ENSP00000396673,0
cpi_9606.ENSP00000396620,0
cpi_9606.ENSP00000396615,0
cpi_9606.ENSP00000396586,0
cpi_9606.ENSP00000396538,0
cpi_9606.ENSP00000403103,0
cpi_9606.ENSP00000403117,0
cpi_9606.ENSP00000403302,0
cpi_9606.ENSP00000408617,0
cpi_9606.ENSP00000409555,0
cpi_9606.ENSP00000409463,0
cpi_9606.ENSP00000409378,0
cpi_9606.ENSP00000409346,0
cpi_9606.ENSP00000409126,0
cpi_9606.ENSP00000409075,0
cpi_9606.ENSP00000409007,0
cpi_9606.ENSP00000409000,0
cpi_9606.ENSP00000408984,0
cpi_9606.ENSP00000408979,0
cpi_9606.ENSP00000408860,0
cpi_9606.ENSP00000408792,0
cpi_9606.ENSP00000408695,0
cpi_9606.ENSP00000408632,0
cpi_9606.ENSP00000408526,0
cpi_9606.ENSP00000409612,0
cpi_9606.ENSP00000408464,0
cpi_9606.ENSP00000408411,0
cpi_9606.ENSP00000408295,0
cpi_9606.ENSP00000408236,0
cpi_9606.ENSP00000408146,0
cpi_9606.ENSP00000408108,0
cpi_9606.ENSP00000408058,0
cpi_9606.ENSP00000408005,0
cpi_9606.ENSP00000407952,0
cpi_9606.ENSP00000407818,0
cpi_9606.ENSP00000407761,0
cpi_9606.ENSP00000407552,0
cpi_9606.ENSP00000407546,0
cpi_9606.ENSP00000407509,0
cpi_9606.ENSP00000409581,0
cpi_9606.ENSP00000409637,0
cpi_9606.ENSP00000403310,0
cpi_9606.ENSP00000410943,0
cpi_9606.ENSP00000411825,0
cpi_9606.ENSP00000411672,0
cpi_9606.ENSP00000411658,0
cpi_9606.ENSP00000411645,0
cpi_9606.ENSP00000411593,0
cpi_9606.ENSP00000411552,0
cpi_9606.ENSP00000411532,0
cpi_9606.ENSP00000411471,0
cpi_9606.ENSP00000411459,0
cpi_9606.ENSP00000411397,0
cpi_9606.ENSP00000411197,0
cpi_9606.ENSP00000411145,0
cpi_9606.ENSP00000411099,0
cpi_9606.ENSP00000411096,0
cpi_9606.ENSP00000410926,0
cpi_9606.ENSP00000409667,0
cpi_9606.ENSP00000410833,0
cpi_9606.ENSP00000410815,0
cpi_9606.ENSP00000410769,0
cpi_9606.ENSP00000410758,0
cpi_9606.ENSP00000410732,0
cpi_9606.ENSP00000410715,0
cpi_9606.ENSP00000410481,0
cpi_9606.ENSP00000410452,0
cpi_9606.ENSP00000410447,0
cpi_9606.ENSP00000410403,0
cpi_9606.ENSP00000410294,0
cpi_9606.ENSP00000410186,0
cpi_9606.ENSP00000410076,0
cpi_9606.ENSP00000409936,0
cpi_9606.ENSP00000407401,0
cpi_9606.ENSP00000407375,0
cpi_9606.ENSP00000407193,0
cpi_9606.ENSP00000404381,0
cpi_9606.ENSP00000405514,0
cpi_9606.ENSP00000405455,0
cpi_9606.ENSP00000405424,0
cpi_9606.ENSP00000405290,0
cpi_9606.ENSP00000405289,0
cpi_9606.ENSP00000405176,0
cpi_9606.ENSP00000405095,0
cpi_9606.ENSP00000405038,0
cpi_9606.ENSP00000404705,0
cpi_9606.ENSP00000404676,0
cpi_9606.ENSP00000404658,0
cpi_9606.ENSP00000404503,0
cpi_9606.ENSP00000404439,0
cpi_9606.ENSP00000404403,0
cpi_9606.ENSP00000404375,0
cpi_9606.ENSP00000407182,0
cpi_9606.ENSP00000404121,0
cpi_9606.ENSP00000404079,0
cpi_9606.ENSP00000404078,0
cpi_9606.ENSP00000404029,0
cpi_9606.ENSP00000403936,0
cpi_9606.ENSP00000403932,0
cpi_9606.ENSP00000403852,0
cpi_9606.ENSP00000403712,0
cpi_9606.ENSP00000403649,0
cpi_9606.ENSP00000403536,0
cpi_9606.ENSP00000403495,0
cpi_9606.ENSP00000403459,0
cpi_9606.ENSP00000403400,0
cpi_9606.ENSP00000403397,0
cpi_9606.ENSP00000405533,0
cpi_9606.ENSP00000405573,0
cpi_9606.ENSP00000405574,0
cpi_9606.ENSP00000405575,0
cpi_9606.ENSP00000407154,0
cpi_9606.ENSP00000406909,0
cpi_9606.ENSP00000406861,0
cpi_9606.ENSP00000406751,0
cpi_9606.ENSP00000406577,0
cpi_9606.ENSP00000406546,0
cpi_9606.ENSP00000406490,0
cpi_9606.ENSP00000406485,0
cpi_9606.ENSP00000406463,0
cpi_9606.ENSP00000406367,0
cpi_9606.ENSP00000406293,0
cpi_9606.ENSP00000406229,0
cpi_9606.ENSP00000406220,0
cpi_9606.ENSP00000406209,0
cpi_9606.ENSP00000406162,0
cpi_9606.ENSP00000406157,0
cpi_9606.ENSP00000406046,0
cpi_9606.ENSP00000406037,0
cpi_9606.ENSP00000406022,0
cpi_9606.ENSP00000405987,0
cpi_9606.ENSP00000405969,0
cpi_9606.ENSP00000405965,0
cpi_9606.ENSP00000405963,0
